   44.0     1.67   6.243  -0.0432
   44.5     1.96   6.285  -0.0525
   44.8     1.80   6.324  -0.0411
   45.2     1.87   6.364  -0.0491
   45.7     2.31   6.406  -0.0424
   45.9     1.61   6.447  -0.0493
   46.4     1.96   6.486  -0.0507
   46.7     1.91   6.526  -0.0400
   47.1     1.75   6.568  -0.0529
   47.4     1.47   6.608  -0.0442
   48.0     2.14   6.649  -0.0490
   48.4     2.25   6.690  -0.0462
   48.8     1.97   6.731  -0.0481
   49.1     2.02   6.774  -0.0548
   49.4     1.76   6.814  -0.0441
   49.8     1.90   6.856  -0.0527
   50.3     1.87   6.898  -0.0496
   50.6     1.53   6.937  -0.0540
   51.0     1.58   6.979  -0.0630
   51.4     1.63   7.023  -0.0516
   51.9     1.63   7.066  -0.0600
   52.3     1.51   7.106  -0.0599
   52.8     2.19   7.148  -0.0586
   53.1     1.59   7.191  -0.0600
   53.5     1.63   7.235  -0.0503
   54.0     1.63   7.277  -0.0593
   54.5     2.01   7.320  -0.0542
   54.8     1.81   7.363  -0.0595
   55.1     1.22   7.404  -0.0495
   55.6     1.31   7.446  -0.0606
   56.1     1.57   7.488  -0.0528
   56.3     1.16   7.530  -0.0586
   56.8     1.49   7.572  -0.0554
   57.2     1.46   7.613  -0.0534
   57.6     1.12   7.659  -0.0585
   58.0     1.38   7.701  -0.0525
   58.4     1.09   7.745  -0.0621
   58.9     1.41   7.788  -0.0530
   59.4     1.37   7.831  -0.0613
   59.8     1.66   7.875  -0.0531
   60.2     1.33   7.919  -0.0578
   60.6     1.48   7.961  -0.0570
   61.1     1.37   8.005  -0.0545
   61.4     1.16   8.048  -0.0623
   61.9     1.27   8.091  -0.0523
   62.3     1.07   8.134  -0.0615
   62.8     1.33   8.177  -0.0575
   63.0     1.27   8.217  -0.0522
   63.5     1.04   8.257  -0.0597
   64.1     1.52   8.295  -0.0501
   64.3     1.15   8.334  -0.0526
   64.8     1.16   8.374  -0.0621
   64.9     0.73   8.413  -0.0527
   65.4     0.82   8.453  -0.0585
   65.8     0.94   8.493  -0.0629
   66.4     1.59   8.532  -0.0529
   66.5     0.75   8.574  -0.0569
   67.1     1.06   8.616  -0.0589
   67.5     1.24   8.657  -0.0513
   67.9     0.83   8.696  -0.0565
   68.5     1.45   8.734  -0.0621
   68.6     0.82   8.773  -0.0517
   69.1     1.21   8.811  -0.0562
   69.5     0.96   8.852  -0.0618
   69.9     1.21   8.891  -0.0526
   70.3     1.25   8.931  -0.0546
   70.7     1.08   8.972  -0.0583
   71.0     0.95   9.009  -0.0485
   71.3     0.91   9.046  -0.0549
   71.8     0.82   9.088  -0.0579
   72.2     1.19   9.127  -0.0517
   72.5     0.81   9.167  -0.0572
   73.0     0.90   9.206  -0.0579
   73.4     0.86   9.247  -0.0525
   73.7     0.64   9.288  -0.0627
   74.3     1.24   9.330  -0.0547
   74.7     1.16   9.371  -0.0591
   75.1     1.06   9.414  -0.0638
   75.5     0.78   9.455  -0.0553
   76.0     1.17   9.496  -0.0624
   76.4     1.23   9.537  -0.0512
   76.8     1.14   9.578  -0.0486
   77.1     0.85   9.620  -0.0586
   77.6     1.00   9.662  -0.0582
   78.0     0.88   9.703  -0.0556
   78.4     0.77   9.746  -0.0679
   78.8     0.73   9.790  -0.0617
   79.1     0.69   9.830  -0.0505
   79.7     0.90   9.875  -0.0614
   80.1     0.88   9.918  -0.0622
   80.4     0.66   9.961  -0.0512
   81.0     1.10  10.005  -0.0538
   81.6     1.23  10.049  -0.0610
   82.1     1.49  10.091  -0.0565
   82.3     0.98  10.135  -0.0554
   82.8     0.95  10.176  -0.0645
   83.2     0.76  10.215  -0.0656
   83.6     1.46  10.257  -0.0594
   84.0     0.83  10.299  -0.0625
   84.4     0.89  10.343  -0.0676
   84.9     1.04  10.386  -0.0592
   85.1     0.63  10.428  -0.0620
   85.8     1.06  10.471  -0.0667
   86.2     0.98  10.514  -0.0627
   86.6     0.77  10.554  -0.0633
   87.1     1.20  10.596  -0.0723
   87.5     1.02  10.640  -0.0675
   87.8     0.47  10.684  -0.0646
   88.2     0.61  10.727  -0.0733
   88.8     0.99  10.770  -0.0687
   89.1     0.89  10.814  -0.0641
   89.6     0.77  10.858  -0.0660
   90.1     0.90  10.900  -0.0661
   90.4     0.71  10.942  -0.0618
   91.0     1.00  10.983  -0.0652
   91.4     0.95  11.021  -0.0721
   91.7     0.84  11.063  -0.0646
   92.2     1.07  11.104  -0.0572
   92.4     0.61  11.145  -0.0671
   92.9     0.87  11.188  -0.0624
   93.3     0.61  11.228  -0.0587
   93.9     0.88  11.268  -0.0655
   94.2     0.87  11.310  -0.0622
   94.7     1.35  11.352  -0.0580
   95.0     0.48  11.395  -0.0663
   95.6     1.32  11.438  -0.0607
   95.8     0.87  11.479  -0.0556
   96.3     0.67  11.520  -0.0649
   96.7     0.65  11.560  -0.0601
   97.2     1.19  11.601  -0.0641
   97.4     0.51  11.645  -0.0644
   98.0     0.99  11.684  -0.0543
   98.4     0.79  11.726  -0.0709
   98.8     1.18  11.768  -0.0656
   99.1     0.54  11.809  -0.0659
   99.5     0.36  11.852  -0.0758
  100.0     0.81  11.895  -0.0694
  100.3     0.48  11.936  -0.0731
  100.8     0.71  11.980  -0.0726
  101.4     0.96  12.021  -0.0639
  101.7     0.76  12.062  -0.0742
  102.1     0.78  12.105  -0.0662
  102.4     0.35  12.149  -0.0746
  103.0     0.90  12.192  -0.0702
  103.2     0.45  12.236  -0.0709
  103.9     0.96  12.278  -0.0729
  104.3     0.67  12.323  -0.0618
  104.7     0.83  12.366  -0.0694
  105.1     0.74  12.408  -0.0684
  105.5     1.05  12.453  -0.0705
  105.8     0.21  12.496  -0.0678
  106.5     0.79  12.539  -0.0678
  106.9     0.96  12.583  -0.0681
  107.3     0.82  12.625  -0.0659
  107.7     0.61  12.669  -0.0757
  108.3     1.05  12.714  -0.0733
  108.7     1.12  12.757  -0.0791
  109.1     1.18  12.800  -0.0727
  109.5     0.71  12.844  -0.0775
  109.9     0.95  12.888  -0.0714
  110.3     0.93  12.934  -0.0770
  110.8     0.78  12.976  -0.0759
  111.2     0.59  13.020  -0.0788
  111.7     0.95  13.065  -0.0754
  112.0     0.50  13.108  -0.0726
  112.4     0.58  13.153  -0.0744
  113.1     1.50  13.196  -0.0664
  113.5     1.14  13.241  -0.0722
  114.0     1.10  13.285  -0.0702
  114.3     0.76  13.329  -0.0768
  114.7     0.80  13.373  -0.0736
  115.1     0.61  13.418  -0.0756
  115.6     0.56  13.461  -0.0781
  116.0     0.56  13.504  -0.0724
  116.5     1.06  13.547  -0.0786
  116.9     0.89  13.588  -0.0725
  117.2     0.51  13.630  -0.0766
  117.8     1.12  13.670  -0.0824
  118.1     1.00  13.712  -0.0748
  118.4     0.49  13.754  -0.0834
  118.9     0.79  13.797  -0.0777
  119.4     0.77  13.838  -0.0757
  119.8     0.88  13.877  -0.0771
  120.1     0.69  13.919  -0.0717
  120.5     1.02  13.961  -0.0775
  121.0     0.77  14.002  -0.0734
  121.5     1.17  14.045  -0.0748
  121.9     1.02  14.086  -0.0764
  122.2     0.72  14.129  -0.0734
  122.6     0.73  14.172  -0.0801
  123.1     0.49  14.212  -0.0763
  123.4     0.74  14.253  -0.0817
  124.0     1.15  14.295  -0.0758
  124.4     0.71  14.339  -0.0719
  124.9     0.84  14.381  -0.0805
  125.1     0.29  14.425  -0.0740
  125.6     0.39  14.464  -0.0773
  126.0     0.67  14.506  -0.0802
  126.4     0.55  14.548  -0.0760
  126.8     0.51  14.588  -0.0847
  127.2     0.67  14.630  -0.0799
  127.7     0.72  14.673  -0.0776
  127.8    -0.03  14.712  -0.0850
  128.5     0.50  14.755  -0.0758
  128.9     0.57  14.796  -0.0819
  129.3     0.24  14.839  -0.0881
  129.7     0.63  14.880  -0.0829
  130.1     0.03  14.920  -0.0907
  130.5     0.62  14.962  -0.0822
  131.0     0.37  15.004  -0.0845
  131.3     0.15  15.047  -0.0864
  131.7     0.32  15.090  -0.0808
  132.3     0.75  15.133  -0.0843
  132.7     0.57  15.175  -0.0800
  133.1     0.33  15.216  -0.0877
  133.4     0.35  15.259  -0.0818
  133.9     0.66  15.302  -0.0823
  134.3     0.46  15.343  -0.0896
  134.8     0.45  15.385  -0.0827
  135.0     0.35  15.428  -0.0878
  135.5     0.44  15.470  -0.0823
  135.9     0.33  15.511  -0.0803
  136.4     0.35  15.556  -0.0848
  136.9     0.41  15.600  -0.0842
  137.3     0.56  15.644  -0.0898
  137.7     0.57  15.688  -0.0844
  138.1     0.16  15.728  -0.0897
  138.6     0.48  15.769  -0.0889
  139.0     0.65  15.812  -0.0804
  139.4     0.38  15.852  -0.0885
  139.7     0.38  15.893  -0.0838
  140.2     0.21  15.932  -0.0778
  140.5     0.39  15.974  -0.0844
  140.9     0.20  16.016  -0.0766
  141.4     0.30  16.061  -0.0782
  141.8     0.17  16.105  -0.0788
  142.4     0.80  16.147  -0.0737
  142.8     0.49  16.188  -0.0828
  143.0     0.01  16.229  -0.0870
  143.6     0.53  16.272  -0.0777
  143.9     0.29  16.315  -0.0837
  144.4     0.67  16.360  -0.0886
  144.8     0.44  16.404  -0.0824
  145.2     0.16  16.444  -0.0863
  145.7     0.89  16.486  -0.0891
  146.2     0.93  16.526  -0.0815
  146.5     0.52  16.566  -0.0859
  146.9     0.60  16.607  -0.0895
  147.5     1.28  16.647  -0.0850
  147.8     0.63  16.688  -0.0837
  148.2     0.60  16.732  -0.0887
  148.5     0.50  16.771  -0.0873
  148.9     0.38  16.810  -0.0837
  149.3     0.60  16.850  -0.0892
  149.5     0.27  16.886  -0.0937
  150.2     1.14  16.924  -0.0844
  150.5     0.71  16.964  -0.0852
  150.9     0.77  17.002  -0.0896
  151.2     0.67  17.042  -0.0833
  151.7     1.20  17.082  -0.0831
  152.1     0.76  17.122  -0.0853
  152.4     0.92  17.165  -0.0787
  153.0     0.94  17.206  -0.0836
  153.4     1.20  17.248  -0.0772
  153.6     0.42  17.286  -0.0772
  154.0     0.67  17.325  -0.0830
  154.5     0.99  17.364  -0.0801
  154.9     0.91  17.402  -0.0803
  155.3     1.17  17.441  -0.0774
  155.8     1.12  17.481  -0.0777
  156.0     0.87  17.523  -0.0837
  156.4     1.09  17.565  -0.0764
  157.0     1.28  17.605  -0.0843
  157.4     1.19  17.646  -0.0838
  157.8     1.35  17.687  -0.0778
  158.2     1.25  17.728  -0.0863
  158.5     1.01  17.773  -0.0865
  159.0     1.47  17.815  -0.0836
  159.4     1.10  17.857  -0.0823
  159.7     1.02  17.899  -0.0836
  160.1     1.11  17.940  -0.0783
  160.6     1.03  17.985  -0.0857
  161.1     1.30  18.029  -0.0859
  161.6     1.70  18.071  -0.0779
  161.9     1.11  18.117  -0.0840
  162.4     1.11  18.159  -0.0861
  163.0     2.43  18.201  -0.0810
  163.3     1.64  18.245  -0.0833
  163.7     1.05  18.288  -0.0890
  164.2     2.02  18.331  -0.0868
  164.4     1.15  18.376  -0.0850
  165.2     1.73  18.419  -0.0878
  165.5     1.55  18.463  -0.0846
  165.9     1.81  18.505  -0.0821
  166.3     1.53  18.542  -0.0846
  166.7     1.53  18.583  -0.0852
  167.2     1.97  18.624  -0.0796
  167.5     1.56  18.665  -0.0801
  167.8     1.39  18.707  -0.0892
  168.4     2.00  18.751  -0.0892
  168.9     1.90  18.792  -0.0860
  169.2     1.57  18.835  -0.0923
  169.6     1.47  18.878  -0.0928
  170.1     1.91  18.921  -0.0872
  170.4     1.36  18.963  -0.0919
  170.9     1.75  19.004  -0.0932
  171.5     2.17  19.047  -0.0926
  171.8     1.82  19.090  -0.0956
  172.2     1.96  19.132  -0.0939
  172.7     2.03  19.175  -0.0897
  173.0     2.04  19.217  -0.0959
  173.4     2.04  19.260  -0.0877
  174.0     2.53  19.303  -0.0872
  174.4     2.30  19.345  -0.0911
  174.8     2.19  19.387  -0.0865
  175.3     2.56  19.430  -0.0904
  175.6     1.91  19.470  -0.0886
  176.1     2.11  19.512  -0.0939
  176.6     2.39  19.555  -0.0861
  177.0     2.24  19.594  -0.0916
  177.3     2.38  19.636  -0.0944
  177.8     2.66  19.678  -0.0919
  178.0     2.14  19.719  -0.1021
  178.6     2.41  19.762  -0.0950
  179.1     2.68  19.802  -0.0966
  179.5     2.64  19.844  -0.0868
  179.9     2.33  19.885  -0.0873
  180.3     2.61  19.925  -0.0923
  180.7     2.80  19.967  -0.0883
  181.2     2.84  20.011  -0.0974
  181.6     2.49  20.055  -0.0941
  182.1     2.77  20.098  -0.0875
  182.5     2.98  20.138  -0.0897
  183.1     3.20  20.179  -0.0890
  183.4     2.93  20.222  -0.0861
  183.9     2.96  20.264  -0.0931
  184.3     3.18  20.305  -0.0873
  184.8     2.92  20.347  -0.0844
  185.3     3.27  20.389  -0.0880
  185.6     3.02  20.432  -0.0891
  185.8     2.76  20.476  -0.0870
  186.6     3.16  20.519  -0.0899
  187.1     3.46  20.565  -0.0840
  187.5     3.03  20.609  -0.0869
  187.9     2.93  20.653  -0.0924
  188.3     3.40  20.699  -0.0903
  188.8     3.23  20.741  -0.0950
  189.1     3.03  20.785  -0.0936
  189.7     2.94  20.829  -0.0869
  190.2     3.54  20.874  -0.0943
  190.6     3.24  20.917  -0.0876
  190.9     3.19  20.960  -0.0914
  191.5     3.53  21.004  -0.0849
  192.0     3.35  21.047  -0.0876
  192.5     3.84  21.091  -0.0844
  192.9     3.62  21.137  -0.0878
  193.4     3.62  21.181  -0.0864
  193.9     3.77  21.224  -0.0807
  194.4     4.07  21.270  -0.0920
  194.7     3.32  21.314  -0.0869
  195.1     3.36  21.359  -0.0900
  195.7     3.73  21.403  -0.0900
  196.1     3.53  21.448  -0.0900
  196.6     3.93  21.492  -0.0918
  197.0     3.28  21.537  -0.0920
  197.4     3.52  21.582  -0.0977
  197.9     3.82  21.627  -0.0949
  198.3     3.57  21.670  -0.0976
  198.8     4.01  21.715  -0.0971
  199.3     3.92  21.757  -0.0920
  199.7     4.11  21.801  -0.0984
  200.2     3.88  21.846  -0.0918
  200.5     3.66  21.888  -0.0963
  201.1     4.07  21.931  -0.0995
  201.5     3.90  21.973  -0.0942
  201.9     3.88  22.016  -0.0984
  202.4     3.98  22.058  -0.0959
  202.9     4.01  22.100  -0.0928
  203.3     4.22  22.141  -0.0987
  203.7     4.25  22.182  -0.0950
  204.1     3.98  22.225  -0.1004
  204.6     4.12  22.269  -0.0935
  205.1     3.97  22.312  -0.0951
  205.6     4.28  22.356  -0.0986
  206.0     4.29  22.398  -0.0964
  206.5     4.43  22.442  -0.1011
  206.8     4.06  22.485  -0.1018
  207.3     4.23  22.528  -0.1011
  207.8     4.42  22.571  -0.1088
  208.2     4.21  22.614  -0.1021
  208.6     4.16  22.657  -0.1054
  209.1     4.33  22.698  -0.1031
  209.4     4.29  22.741  -0.1019
  210.0     4.45  22.784  -0.1104
  210.3     4.01  22.824  -0.0973
  210.9     4.38  22.870  -0.1050
  211.2     4.27  22.913  -0.1041
  211.8     4.34  22.956  -0.1031
  212.2     4.50  22.998  -0.1052
  212.6     4.43  23.039  -0.1006
  213.0     4.06  23.079  -0.1080
  213.5     4.65  23.123  -0.1090
  214.0     4.49  23.165  -0.1047
  214.4     4.54  23.208  -0.1039
  214.7     4.37  23.249  -0.1000
  215.4     4.85  23.291  -0.1005
  215.7     4.47  23.336  -0.1043
  216.2     4.93  23.379  -0.0967
  216.7     4.74  23.421  -0.1000
  217.0     4.64  23.462  -0.1060
  217.5     4.63  23.504  -0.1061
  217.9     4.56  23.545  -0.0994
  218.2     4.19  23.586  -0.1024
  218.7     4.62  23.629  -0.1005
  219.4     5.10  23.672  -0.0983
  219.7     4.78  23.714  -0.1055
  220.0     4.46  23.756  -0.1026
  220.5     4.60  23.798  -0.1035
  220.8     4.55  23.840  -0.1096
  221.3     4.52  23.881  -0.1014
  221.8     4.73  23.921  -0.1002
  222.3     4.91  23.964  -0.1064
  222.7     5.07  24.004  -0.0989
  223.1     4.91  24.045  -0.1011
  223.7     5.28  24.086  -0.1065
  223.9     4.87  24.130  -0.0953
  224.4     4.77  24.171  -0.1039
  224.8     4.94  24.212  -0.0989
  225.2     5.00  24.253  -0.0951
  225.5     4.54  24.294  -0.1035
  226.3     5.42  24.338  -0.1031
  226.5     4.75  24.379  -0.1014
  227.0     4.64  24.421  -0.1099
  227.4     5.07  24.464  -0.1080
  227.9     4.75  24.507  -0.1048
  228.4     4.93  24.551  -0.1099
  228.8     5.24  24.594  -0.1049
  229.1     4.74  24.638  -0.1053
  229.6     4.65  24.681  -0.1132
  230.1     5.07  24.725  -0.1062
  230.4     4.54  24.768  -0.1031
  230.9     5.05  24.812  -0.1115
  231.5     5.36  24.852  -0.1183
  231.9     5.27  24.893  -0.1111
  232.2     4.82  24.934  -0.1207
  232.7     4.88  24.974  -0.1229
  233.1     5.39  25.012  -0.1191
  233.3     4.66  25.054  -0.1214
  233.8     4.86  25.096  -0.1131
  234.3     5.16  25.134  -0.1159
  234.7     4.94  25.176  -0.1423
  235.1     5.17  25.216  -0.1324
  235.4     5.06  25.256  -0.1362
  235.9     5.07  25.294  -0.1436
  236.3     5.03  25.336  -0.1371
  236.7     5.05  25.375  -0.1295
  237.1     4.89  25.418  -0.1258
  237.4     4.69  25.458  -0.1206
  238.0     5.21  25.500  -0.1141
  238.3     5.06  25.542  -0.1040
  238.8     5.26  25.582  -0.1119
  239.2     5.09  25.623  -0.1198
  239.6     4.87  25.665  -0.1260
  240.0     4.95  25.706  -0.1120
  240.5     4.91  25.747  -0.1172
  240.8     4.82  25.789  -0.1271
  241.2     5.04  25.829  -0.1237
  241.7     4.89  25.871  -0.1297
  242.1     4.75  25.914  -0.1175
  242.6     5.08  25.956  -0.1124
  243.2     5.34  26.000  -0.1159
  243.6     5.65  26.045  -0.1096
  243.9     5.13  26.087  -0.1078
  244.4     5.00  26.131  -0.1188
  244.7     5.04  26.172  -0.1102
  245.2     5.33  26.215  -0.1117
  245.6     5.29  26.256  -0.1147
  246.1     5.60  26.297  -0.1081
  246.5     5.12  26.340  -0.1118
  246.8     5.02  26.382  -0.1192
  247.3     5.42  26.424  -0.1081
  247.7     5.27  26.470  -0.1378
  248.2     5.51  26.514  -0.1452
  248.7     5.37  26.557  -0.1272
  249.1     5.57  26.603  -0.1304
  249.5     5.13  26.646  -0.1171
  250.1     5.76  26.690  -0.1139
  250.4     5.16  26.734  -0.1260
  250.7     5.00  26.775  -0.1505
  251.1     5.14  26.819  -0.1326
  251.7     5.51  26.862  -0.1323
  252.1     5.19  26.901  -0.1151
  252.5     5.45  26.945  -0.1151
  252.8     5.12  26.987  -0.1183
  253.4     5.37  27.029  -0.1148
  253.6     4.90  27.072  -0.1187
  254.1     5.48  27.114  -0.1217
  254.6     5.70  27.156  -0.1262
  255.1     5.26  27.200  -0.1705
  255.4     5.27  27.240  -0.1343
  255.9     5.37  27.282  -0.1763
  256.4     5.70  27.322  -0.9539
  256.8     5.59  27.364  -0.9592
  257.2     5.61  27.408  -0.9540
  257.5     5.27  27.450  -0.9577
  257.9     5.33  27.492  -0.9591
  258.4     5.37  27.535  -0.9559
  258.8     5.29  27.578  -0.9527
  259.4     5.80  27.620  -0.9588
  259.7     5.44  27.662  -0.9557
  260.0     5.12  27.703  -0.9560
  260.6     5.60  27.746  -0.9591
  261.2     5.81  27.788  -0.9485
  261.4     5.33  27.829  -0.9507
  261.9     5.47  27.872  -0.9565
  262.3     5.74  27.912  -0.9504
  262.7     5.46  27.954  -0.9522
  263.1     5.19  27.997  -0.9532
  263.5     5.14  28.039  -0.9489
  264.0     5.56  28.083  -0.9486
  264.4     5.36  28.124  -0.9546
  265.0     6.17  28.165  -0.9507
  265.4     5.47  28.210  -0.9551
  265.7     5.40  28.253  -0.9613
  266.3     5.70  28.293  -0.9544
  266.7     5.58  28.339  -0.9551
  267.2     5.78  28.382  -0.9601
  267.5     5.43  28.425  -0.9494
  268.0     5.40  28.469  -0.9503
  268.6     5.96  28.513  -0.9549
  269.0     5.81  28.559  -0.9523
  269.5     5.73  28.603  -0.9516
  269.8     5.70  28.644  -0.9588
  270.3     5.81  28.687  -0.9547
  270.7     5.60  28.730  -0.9502
  271.2     5.79  28.773  -0.9545
  271.7     6.07  28.816  -0.9539
  272.2     6.16  28.859  -0.9538
  272.5     5.82  28.905  -0.9548
  273.0     5.63  28.950  -0.9603
  273.5     6.00  28.994  -0.9547
  274.0     6.09  29.040  -0.9574
  274.4     5.74  29.082  -0.9628
  274.8     5.88  29.126  -0.9531
  275.3     5.93  29.170  -0.9512
  275.7     5.79  29.213  -0.9553
  276.0     5.40  29.256  -0.9535
  276.6     5.91  29.301  -0.9468
  276.9     5.72  29.345  -0.9522
  277.4     5.80  29.389  -0.9514
  277.9     6.24  29.433  -0.9492
  278.3     5.76  29.478  -0.9560
  278.8     5.96  29.523  -0.9597
  279.2     5.75  29.565  -0.9544
  279.8     6.35  29.607  -0.9544
  280.0     5.67  29.651  -0.9638
  280.5     5.75  29.696  -0.9613
  281.0     5.88  29.742  -0.9538
  281.4     5.94  29.787  -0.9590
  281.9     6.20  29.831  -0.9534
  282.4     5.79  29.876  -0.9567
  282.8     5.85  29.920  -0.9601
  283.3     5.98  29.964  -0.9585
  283.7     6.13  30.006  -0.9657
  284.3     6.31  30.051  -0.9615
  284.8     6.32  30.094  -0.9662
  285.0     5.84  30.136  -0.9646
  285.4     5.96  30.179  -0.9688
  285.9     6.00  30.221  -0.9626
  286.3     5.95  30.264  -0.9638
  286.8     6.02  30.306  -0.9654
  287.1     6.05  30.348  -0.9614
  287.6     6.11  30.392  -0.9627
  288.0     5.90  30.433  -0.9561
  288.4     5.98  30.475  -0.9636
  289.0     6.48  30.517  -0.9609
  289.4     5.97  30.559  -0.9649
  289.8     6.23  30.602  -0.9698
  290.2     6.18  30.645  -0.9653
  290.7     6.32  30.687  -0.9686
  291.1     6.33  30.730  -0.9657
  291.5     6.01  30.775  -0.9711
  292.0     6.52  30.817  -0.9712
  292.4     6.10  30.862  -0.9621
  292.9     6.30  30.906  -0.9704
  293.4     6.49  30.946  -0.9695
  293.9     6.56  30.989  -0.9652
  294.1     6.10  31.030  -0.9639
